rowid,content,label,content_clean,dm1,dm2,troll_whight,real_whight,upper_s,upper_w,swears,swears_s,num_words,positive,positive_s,negative,negative_s
6409,goddamn it kj...fuck you 10 times http://tinyurl.com/5nv2tl,1,goddamn it kjfuck you 10 times httptinyurlcom5nv2tl,0.668035968,-0.373574295,13.31793465,-2.843804223,0,0.090909091,0,0,7,0,0,0,0
6410,goddamn it kj...fuck you 29 times http://tinyurl.com/6pey6r,1,goddamn it kjfuck you 29 times httptinyurlcom6pey6r,0.648665779,-0.287202375,13.31793465,-2.843804223,0,0.090909091,0,0,7,0,0,0,0
6411,goddamn it kj...fuck you 49 times http://tinyurl.com/5mq4sq,1,goddamn it kjfuck you 49 times httptinyurlcom5mq4sq,0.697061685,-0.271262525,13.31793465,-2.843804223,0,0.090909091,0,0,7,0,0,0,0
6412,goddamn it kj...fuck you 58 times http://tinyurl.com/59blcl,1,goddamn it kjfuck you 58 times httptinyurlcom59blcl,0.637140403,-0.336028771,13.31793465,-2.843804223,0,0.090909091,0,0,7,0,0,0,0
6413,goddamn it kj...fuck you 74 times http://tinyurl.com/6q8olq,1,goddamn it kjfuck you 74 times httptinyurlcom6q8olq,0.639650277,-0.294677103,13.31793465,-2.843804223,0,0.090909091,0,0,7,0,0,0,0
6414,"Goes for lawyers  too!  ""This is why they hate us  we're only as good as our worst.""",0,goes for lawyers  too  this is why they hate us  were only as good as our worst,0.799253793,-0.578752693,17.88453146,-5.866555803,0.090909091,0,0,0,17,1,0.058823529,2,0.117647059
6415,gogo dancing is fucking classy  yo,0,gogo dancing is fucking classy  yo,0.331747028,-0.26424655,8.530555434,0,0,0,1,0.166666667,6,1,0.166666667,1,0.166666667
6416,Gone & paint that bitch's ceiling & then try 2 figure out how 2 tie these damn records 2getha.,0,gone  paint that bitchs ceiling  then try 2 figure out how 2 tie these damn records 2getha,0.433857237,-0.267553507,15.62535253,0,0.047619048,0.095238095,1,0.058823529,17,0,0,1,0.058823529
6417,good  have some for me... im maintaining sobriety for the night... sucks.. as a matter of fact  have three.,0,good  have some for me im maintaining sobriety for the night sucks as a matter of fact  have three,0.907447938,-0.536962288,4.029678088,-11.28482967,0,0,1,0.052631579,19,1,0.052631579,1,0.052631579
6418,good  I'm working on Maps by Yeah Yeah Yeahs and another track on hard/expert.  because medium is fucking boo-urns.,0,good  im working on maps by yeah yeah yeahs and another track on hardexpert  because medium is fucking boourns,0.550953712,-0.42290925,13.82346301,-2.798735988,0.238095238,0.047619048,1,0.052631579,19,1,0.052631579,1,0.052631579
6419,good call  and thanks. Just perplexed by folks who spread fear and hate. worried they distract from real issues.,0,good call  and thanks just perplexed by folks who spread fear and hate worried they distract from real issues,0.52348607,-0.390681709,0,-6.208413025,0.05,0,0,0,19,1,0.052631579,6,0.315789474
6420,good call Boo   Bitch   Boo x2 Dumb ass plaxico,0,good call boo   bitch   boo x2 dumb ass plaxico,0.525013493,-0.190514146,7.316569775,-2.798735988,0.444444444,0,2,0.222222222,9,1,0.111111111,2,0.222222222
6421,Good call Cabel. Why the fuck is stuff like this still a problem in 2008!?,0,good call cabel why the fuck is stuff like this still a problem in 2008,0.869963155,-0.671558823,19.50177767,-4.440308347,0.176470588,0.058823529,1,0.066666667,15,2,0.133333333,2,0.133333333
6422,GOOD FOR YOU! Kick ass.,0,good for you kick ass,1.3372228,-0.632245958,13.2331868,0,0.571428571,0.428571429,1,0.2,5,1,0.2,0,0
6423,good fuck that greasy shit!Veggies all day fam!! even seth be on that salad all day.he eat it with his hands but still!!,0,good fuck that greasy shitveggies all day fam even seth be on that salad all dayhe eat it with his hands but still,0.702122243,-0.456673102,54.30708672,-5.267995921,0.034482759,0,1,0.043478261,23,1,0.043478261,2,0.086956522
6424,Good is fucking Gracious? Sounds naughty...,0,good is fucking gracious sounds naughty,0.670615758,-0.220287473,12.82745952,0,0.375,0,1,0.166666667,6,2,0.333333333,2,0.333333333
6425,good luck  and kick ass!,0,good luck  and kick ass,1.010311297,-0.477635626,13.2331868,-2.798735988,0,0,1,0.2,5,2,0.4,0,0
6426,good luck gettin her ass to pay up! lol,0,good luck gettin her ass to pay up lol,0.904657353,-0.42371559,18.83096999,-2.798735988,0,0,1,0.111111111,9,2,0.222222222,0,0
6427,good luck with the event. Clearly you've been busting your ass for it. Hope it goes well!,0,good luck with the event clearly youve been busting your ass for it hope it goes well,0.798146527,-0.41611712,13.2331868,-4.481443402,0.105263158,0,1,0.058823529,17,4,0.235294118,0,0
6428,good morning Alexa!  Go kick some ass!!,0,good morning alexa  go kick some ass,0.695970091,-0.513673754,25.06642084,-2.798735988,0.2,0,1,0.142857143,7,1,0.142857143,0,0
6429,"Good ones! Mine is ""Merry Christmas  Kiss My Ass  Kiss Your Ass  Kiss His Ass  Happy Hannukah"" burst out laffing every time....",0,good ones mine is merry christmas  kiss my ass  kiss your ass  kiss his ass  happy hannukah burst out laffing every time,0.520441278,-0.431499287,14.68260281,0,0.555555556,0,3,0.136363636,22,3,0.136363636,0,0
6430,good point cause I need someone to take care of that damn pony,0,good point cause i need someone to take care of that damn pony,1.001400584,-0.663560755,1.836034205,-4.573788004,0.076923077,0.076923077,1,0.076923077,13,1,0.076923077,1,0.076923077
6431,"Good point. He followed the same path as  oh  every damn reporter who joins. Well  except the ""find the wild sex spots"" part.",0,good point he followed the same path as  oh  every damn reporter who joins well  except the find the wild sex spots part,0.438626428,-0.36020625,6.751146744,-1.814657544,0.115384615,0,2,0.086956522,23,2,0.086956522,2,0.086956522
6432,Good signin stuff Tim. We have research to publish next year on sign-up process & eyetracking. BTW users resoundingly hate Register,0,good signin stuff tim we have research to publish next year on signup process  eyetracking btw users resoundingly hate register,0.424436561,-0.327836606,5.52845679,-2.540641744,0.238095238,0.047619048,0,0,20,1,0.05,1,0.05
6433,good times! They brought evrybody and their momma out lol had to head out to get a cabbie b4 the rush U know they hate going to  ...,0,good times they brought evrybody and their momma out lol had to head out to get a cabbie b4 the rush u know they hate going to  ,0.76400988,-0.579277211,11.61203744,-5.09314609,0.068965517,0.034482759,0,0,27,1,0.037037037,1,0.037037037
6434,good to hear your okay... I need my the gay...... Wow i rhyme,0,good to hear your okay i need my the gay wow i rhyme,1.078947117,-0.633099176,11.6846794,-5.407175593,0.125,0.0625,1,0.076923077,13,2,0.153846154,0,0
6435,Good to see you in-studio on red eye. Need more white hate in the sherrod seat tho.,0,good to see you instudio on red eye need more white hate in the sherrod seat tho,0.684904721,-0.614546382,3.764497984,-2.200824614,0.111111111,0,0,0,17,1,0.058823529,1,0.058823529
6436,Good you are tracking your body fat percentage! Some people would be disappointed with 2lb  but great numbers!!,0,good you are tracking your body fat percentage some people would be disappointed with 2lb  but great numbers,0.760164187,-0.461946757,20.23196562,-6.670962493,0.095238095,0,0,0,18,2,0.111111111,2,0.111111111
6437,good! fuck yo car but yay :),0,good fuck yo car but yay ,0.776015291,-0.381425951,17.21971263,-8.111800144,0,0,1,0.166666667,6,2,0.333333333,1,0.166666667
6438,good! i hate digg...it's way too gamed,1,good i hate diggits way too gamed,0.998324823,-0.418126495,11.90359589,-6.908458926,0,0,0,0,7,1,0.142857143,1,0.142857143
6439,gorillas + apes always make me cry. mama apes nursing babies worst. 2nd are bored  ass-scratching primates. but kids dig zoos,0,gorillas + apes always make me cry mama apes nursing babies worst 2nd are bored  assscratching primates but kids dig zoos,0.274821419,-0.097611086,0,-2.469259932,0,0,0,0,21,0,0,3,0.142857143
6440,gosh no  this sucks major. What was best about it can be found in Ragamuffin. Trust me.,0,gosh no  this sucks major what was best about it can be found in ragamuffin trust me,0.828834639,-0.640895304,2.592915856,-7.433903526,0.166666667,0,1,0.058823529,17,2,0.117647059,1,0.058823529
6441,got damn  this dudes flow is boooooring. *sleeps*,0,got damn  this dudes flow is boooooring sleeps,0.441684969,-0.360503865,0,0,0,0,1,0.125,8,0,0,1,0.125
6442,got damn man. that's nice!!,0,got damn man thats nice,0.968237218,-0.560908192,15.66563584,0,0,0,1,0.2,5,1,0.2,1,0.2
6443,got damn...you musta had them puppy dog eyes goin on...,0,got damnyou musta had them puppy dog eyes goin on,0.300212623,-0.456207389,5.818403839,-2.294410102,0,0,0,0,10,0,0,0,0
6444,got it .. and I have read that! Gonna re-read tho..Im stuck and have been for a while..sucks! Thx for help--love ur stuff.,1,got it  and i have read that gonna reread thoim stuck and have been for a whilesucks thx for helplove ur stuff,0.81595722,-0.49754638,19.94610387,-10.93802283,0.137931034,0.034482759,0,0,23,0,0,1,0.043478261
6445,"got the ""Fail Whale"" once already today... :/",0,got the fail whale once already today ,0.525719111,-0.590587737,8.765985788,-2.843804223,0.166666667,0,0,0,7,0,0,1,0.142857143
6446,got to love a good sunset...  I just hate this time of year leaving work and it's already dark outside :(,1,got to love a good sunset  i just hate this time of year leaving work and its already dark outside ,0.934432231,-0.722509776,5.986978869,-9.81657214,0.041666667,0.041666667,0,0,20,3,0.15,2,0.1
6447,Got to make sure gay people don't reproduce and overpopulate the earth you know.,0,got to make sure gay people dont reproduce and overpopulate the earth you know,0.927511111,-0.766028422,8.483423134,-4.656947295,0.0625,0,1,0.071428571,14,0,0,0,0
6448,gotcha  canon guy here @bradjward is Nikon nerd and you know he's Freddy Frugal,0,gotcha  canon guy here bradjward is nikon nerd and you know hes freddy frugal,0.472613462,-0.363182546,9.205764646,0,0.1875,0,0,0,14,1,0.071428571,0,0
6449,gotcha..... yeaaaaa  they might hate now  but everyone was with it back then....,0,gotcha yeaaaaa  they might hate now  but everyone was with it back then,0.86284947,-0.585022298,6.005450322,-4.096689768,0,0,0,0,13,0,0,1,0.076923077
6450,gotta ask cait but want to come over for dinner? I'll cook. I'm not blood family but I'd hate for you guys to have a lonely ch ...,0,gotta ask cait but want to come over for dinner ill cook im not blood family but id hate for you guys to have a lonely ch ,0.813776714,-0.50577036,7.988132398,-9.303669092,0.090909091,0.090909091,0,0,28,0,0,2,0.071428571
6451,gotta hate that shit,1,gotta hate that shit,1.036940656,-0.698971837,8.765425522,0,0,0,1,0.2,5,0,0,2,0.4
6452,gotta hate those sinus infections - feel better soon ;),0,gotta hate those sinus infections  feel better soon ,0.667206753,-0.203376515,1.975772233,0,0,0,0,0,9,1,0.111111111,2,0.222222222
6453,gotta love brandon! damn!,0,gotta love brandon damn,0.809832779,-0.497502093,11.83323405,-4.174031928,0,0,1,0.2,5,1,0.2,1,0.2
6454,gotta love the gay kid who was drumming trying to get his head in the pic tho HAHA,1,gotta love the gay kid who was drumming trying to get his head in the pic tho haha,0.725475654,-0.680830638,10.35146416,-9.816943923,0.052631579,0.052631579,1,0.052631579,19,1,0.052631579,0,0
6455,GoW2 is really your game of the year? Damn.. Mine is Left 4 Dead without a doubt.,0,gow2 is really your game of the year damn mine is left 4 dead without a doubt,0.659846875,-0.67639189,2.282065044,-1.871770513,0.263157895,0.052631579,1,0.058823529,17,0,0,3,0.176470588
6456,grab that... It's yours  bitch!,1,grab that its yours  bitch,0.992790841,-0.309876851,20.02889098,0,0.125,0,1,0.2,5,0,0,1,0.2
6457,Grammar nerd.,1,grammar nerd,-0.248925002,-0.158852866,0,0,0.333333333,0,0,0,2,0,0,0,0
6458,Great  come on dude  GRE sucks like hell! At least the verbal portion does. ;),0,great  come on dude  gre sucks like hell at least the verbal portion does ,0.611403309,-0.49789664,12.68008023,-2.239483733,0.176470588,0.058823529,2,0.142857143,14,2,0.142857143,2,0.142857143
6459,great :P that lady is a cunt  that serves me right for getting excited over something,1,great p that lady is a cunt  that serves me right for getting excited over something,0.793469858,-0.517692616,5.377798047,-2.843804223,0.058823529,0.058823529,1,0.0625,16,3,0.1875,1,0.0625
6460,Great photos of the reception! Looked like fun  sorry we missed it. Damn Snowmageddon. :(,0,great photos of the reception looked like fun  sorry we missed it damn snowmageddon ,0.717002327,-0.564273946,5.916617023,-5.083287956,0.235294118,0,1,0.071428571,14,3,0.214285714,3,0.214285714
6461,Great post  London totally kicks ass for start-ups. Loving all the UK twiterers defending @paulcarr's great post!,0,great post  london totally kicks ass for startups loving all the uk twiterers defending paulcarrs great post,0.331776907,-0.272522523,17.09387557,0,0.2,0.05,1,0.058823529,17,3,0.176470588,0,0
6462,"Great! Now I've got that damn  ""Thank you for being a friend..."" song stuck in my head...your dream is my nightmare.",0,great now ive got that damn  thank you for being a friend song stuck in my headyour dream is my nightmare,0.885434136,-0.61294392,18.53347606,-2.200824614,0.137931034,0.034482759,1,0.047619048,21,2,0.095238095,3,0.142857143
6463,Grew up a Habs fan  which meant I had to hate the Leafs when I moved to Toronto  which meant embracing the Wings.,1,grew up a habs fan  which meant i had to hate the leafs when i moved to toronto  which meant embracing the wings,0.63531536,-0.539798349,3.89570051,-5.689961813,0.291666667,0.083333333,0,0,23,0,0,1,0.043478261
6464,Grievances are to be aired during the airing of grievances  not after I pin your ass. You'll have to wait until next year. :),0,grievances are to be aired during the airing of grievances  not after i pin your ass youll have to wait until next year ,0.708367147,-0.632907486,0,-7.20895345,0.115384615,0.038461538,1,0.043478261,23,0,0,2,0.086956522
6465,ground her now and she'll kick your ass lol,1,ground her now and shell kick your ass lol,0.775160361,-0.582460689,15.1804777,0,0,0,1,0.111111111,9,0,0,0,0
6466,grrr I hate that. I have an ex-friend who only gets in touch when they have something great to tell me about themselves... o_0,1,grrr i hate that i have an exfriend who only gets in touch when they have something great to tell me about themselves o0,0.811937335,-0.627829795,3.990611278,-11.14660158,0.08,0.08,0,0,24,1,0.041666667,1,0.041666667
6467,Guess there wont be much skidding then. As is said hope you're on the ground floor or everyone will hate Green Grass and High Tides.,1,guess there wont be much skidding then as is said hope youre on the ground floor or everyone will hate green grass and high tides,0.683546531,-0.516126706,7.005493441,-2.558807756,0.222222222,0,0,0,25,0,0,1,0.04
6468,guess who made a fucking surprise in my dreams last night you butthead!!! thanks to you Martha Stewert loves my dreams! baaah,1,guess who made a fucking surprise in my dreams last night you butthead thanks to you martha stewert loves my dreams baaah,0.6235675,-0.49475218,32.19702353,-6.53899524,0.076923077,0,1,0.045454545,22,1,0.045454545,1,0.045454545
6469,Guess your 'bad ass' networking issues has Gears 2 sinking fast. Take a time out from the pushups and fix that shit!,0,guess your bad ass networking issues has gears 2 sinking fast take a time out from the pushups and fix that shit,0.608594474,-0.49232957,20.02284009,-1.595019492,0.125,0.041666667,2,0.090909091,22,1,0.045454545,4,0.181818182
6470,guilt trip succeeded - damn you. On with the code! :),0,guilt trip succeeded  damn you on with the code ,0.730105097,-0.48827758,5.916617023,-2.843804223,0.076923077,0,1,0.111111111,9,1,0.111111111,2,0.222222222
6471,guy walks in to a bar with a duck on his head. The bartender says can I help you. The duck says yeah  get this guy off my ass.,1,guy walks in to a bar with a duck on his head the bartender says can i help you the duck says yeah  get this guy off my ass,0.951403116,-0.682596368,18.74105465,-2.200824614,0.1,0.033333333,1,0.034482759,29,0,0,0,0
6472,Gypsy bitch!!!!!,1,gypsy bitch,0.421669609,-0.084131561,37.84811823,0,0.142857143,0,1,0.5,2,0,0,1,0.5
6473,H-A-T-E HATE HATE HATE! But why? Two game losing streak?,0,hate hate hate hate but why two game losing streak,0.410626695,-0.503793824,10.48074711,0,0.461538462,0.230769231,0,0,10,0,0,5,0.5
